Customer_Id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
13735,24,4,2883.54,4,4,5,13,0,Regular Customers
13736,5,2,729.8,5,2,3,10,0,Regular Customers
13737,200,1,339.6,1,1,2,4,1,At-Risk / Inactive
13739,18,1,216.9,4,1,1,6,0,Regular Customers
13740,240,1,350.75,1,1,2,4,1,At-Risk / Inactive
13741,71,3,668.4300000000001,3,3,3,9,0,Regular Customers
13742,16,12,3107.87,4,5,5,14,0,Regular Customers
13743,2,7,1341.6,5,5,4,14,0,Regular Customers
13744,95,2,1080.52,2,2,4,8,0,Regular Customers
13745,162,1,300.04,2,1,2,5,1,At-Risk / Inactive
13747,373,1,79.6,1,1,1,3,1,At-Risk / Inactive
13748,95,5,948.25,2,4,4,10,0,Regular Customers
13750,53,5,1647.26,3,4,4,11,0,Regular Customers
13751,288,1,296.25,1,1,2,4,1,At-Risk / Inactive
13752,124,6,1175.38,2,5,4,11,0,Regular Customers
13753,287,1,741.26,1,1,3,5,1,At-Risk / Inactive
13754,151,2,282.6,2,2,2,6,1,At-Risk / Inactive
13755,3,9,2106.81,5,5,5,15,0,Regular Customers
13756,2,14,5189.52,5,5,5,15,3,High-Value Customers
13758,11,7,3190.55,5,5,5,15,0,Regular Customers
13759,33,2,659.4100000000001,3,2,3,8,0,Regular Customers
13760,54,2,286.79,3,2,2,7,0,Regular Customers
13761,50,2,1070.65,3,2,4,9,0,Regular Customers
13762,218,1,306.72,1,1,2,4,1,At-Risk / Inactive
13763,63,1,1714.96,3,1,4,8,0,Regular Customers
13764,70,3,1516.42,3,3,4,10,0,Regular Customers
13767,2,37,17220.36,5,5,5,15,3,High-Value Customers
13769,2,10,2796.51,5,5,5,15,0,Regular Customers
13771,64,4,2634.45,3,4,5,12,0,Regular Customers
13772,33,3,1122.63,3,3,4,10,0,Regular Customers
13774,81,1,345.0,2,1,2,5,0,Regular Customers
13777,0,33,25977.16,5,5,5,15,3,High-Value Customers
13778,103,1,178.7,2,1,1,4,0,Regular Customers
13780,7,2,360.01,5,2,2,9,0,Regular Customers
13781,250,1,127.84,1,1,1,3,1,At-Risk / Inactive
13782,12,6,908.86,5,5,3,13,0,Regular Customers
13784,9,11,2462.79,5,5,5,15,0,Regular Customers
13786,367,1,230.4,1,1,1,3,1,At-Risk / Inactive
13787,75,2,309.04,2,2,2,6,0,Regular Customers
13790,4,1,348.79999999999995,5,1,2,8,0,Regular Customers
13791,127,2,1516.0,2,2,4,8,0,Regular Customers
13792,66,2,195.55,3,2,1,6,0,Regular Customers
13798,1,57,37153.85,5,5,5,15,3,High-Value Customers
13799,116,2,688.86,2,2,3,7,0,Regular Customers
13800,309,1,558.32,1,1,3,5,1,At-Risk / Inactive
13801,66,1,324.8,3,1,2,6,0,Regular Customers
13802,138,3,4599.42,2,3,5,10,0,Regular Customers
13803,255,1,277.07,1,1,2,4,1,At-Risk / Inactive
13804,30,7,2588.39,4,5,5,14,0,Regular Customers
13805,52,2,924.5999999999999,3,2,4,9,0,Regular Customers
13806,63,1,256.38,3,1,2,6,0,Regular Customers
13807,367,1,112.6,1,1,1,3,1,At-Risk / Inactive
13808,5,5,1747.66,5,4,4,13,0,Regular Customers
13809,305,1,155.05,1,1,1,3,1,At-Risk / Inactive
13810,28,2,827.51,4,2,3,9,0,Regular Customers
13811,183,2,519.75,1,2,3,6,1,At-Risk / Inactive
13812,42,3,485.0,3,3,3,9,0,Regular Customers
13813,39,4,1168.8600000000001,3,4,4,11,0,Regular Customers
13814,92,2,1579.12,2,2,4,8,0,Regular Customers
13815,22,4,3667.36,4,4,5,13,0,Regular Customers
13816,23,2,499.67,4,2,3,9,0,Regular Customers
13817,29,2,328.98,4,2,2,8,0,Regular Customers
13819,301,3,1140.35,1,3,4,8,1,At-Risk / Inactive
13821,144,2,385.64,2,2,2,6,0,Regular Customers
13822,5,2,632.0,5,2,3,10,0,Regular Customers
13823,18,2,957.66,4,2,4,10,0,Regular Customers
13824,32,5,1698.94,4,4,4,12,0,Regular Customers
13826,176,1,189.5,2,1,1,4,1,At-Risk / Inactive
13827,57,3,409.8,3,3,2,8,0,Regular Customers
13828,22,1,209.49,4,1,1,6,0,Regular Customers
13831,16,6,2198.45,4,5,5,14,0,Regular Customers
13832,19,1,52.2,4,1,1,6,0,Regular Customers
13833,159,1,383.85,2,1,2,5,1,At-Risk / Inactive
13835,25,4,834.57,4,4,3,11,0,Regular Customers
13837,211,2,266.59000000000003,1,2,2,5,1,At-Risk / Inactive
13838,5,4,674.82,5,4,3,12,0,Regular Customers
13841,252,1,85.0,1,1,1,3,1,At-Risk / Inactive
13842,58,9,3385.62,3,5,5,13,0,Regular Customers
13844,11,1,361.62,5,1,2,8,0,Regular Customers
13845,64,1,312.98,3,1,2,6,0,Regular Customers
13846,24,3,865.0600000000001,4,3,3,10,0,Regular Customers
13848,92,3,1255.0,2,3,4,9,0,Regular Customers
13849,51,2,1537.95,3,2,4,9,0,Regular Customers
13850,129,1,1595.48,2,1,4,7,0,Regular Customers
13851,95,3,2651.46,2,3,5,10,0,Regular Customers
13853,57,1,1090.1399999999999,3,1,4,8,0,Regular Customers
13854,8,25,8109.5199999999995,5,5,5,15,3,High-Value Customers
13856,168,3,388.5,2,3,2,7,1,At-Risk / Inactive
13858,57,1,216.17000000000002,3,1,1,5,0,Regular Customers
13859,326,1,201.16,1,1,1,3,1,At-Risk / Inactive
13860,1,5,1245.9,5,4,4,13,0,Regular Customers
13862,18,8,2209.36,4,5,5,14,0,Regular Customers
13863,247,1,305.78,1,1,2,4,1,At-Risk / Inactive
13865,58,4,501.56,3,4,3,10,0,Regular Customers
13866,74,1,145.67,2,1,1,4,0,Regular Customers
13867,31,3,1005.09,4,3,4,11,0,Regular Customers
13868,7,2,3192.54,5,2,5,12,0,Regular Customers
13869,123,4,3083.65,2,4,5,11,0,Regular Customers
13870,2,8,2770.94,5,5,5,15,0,Regular Customers
13871,22,13,6403.25,4,5,5,14,3,High-Value Customers
13873,119,3,389.6,2,3,2,7,0,Regular Customers
13874,358,1,540.45,1,1,3,5,1,At-Risk / Inactive
13875,53,5,1786.79,3,4,4,11,0,Regular Customers
13876,63,1,122.7,3,1,1,5,0,Regular Customers
13877,86,1,117.24,2,1,1,4,0,Regular Customers
13878,54,1,1271.57,3,1,4,8,0,Regular Customers
13880,21,13,3219.77,4,5,5,14,0,Regular Customers
13881,3,20,17159.52,5,5,5,15,3,High-Value Customers
13882,2,5,1191.13,5,4,4,13,0,Regular Customers
13883,10,5,2674.48,5,4,5,14,0,Regular Customers
13884,7,5,787.6,5,4,3,12,0,Regular Customers
13885,189,2,506.8,1,2,3,6,1,At-Risk / Inactive
13886,71,1,243.56,3,1,1,5,0,Regular Customers
13887,204,1,349.55,1,1,2,4,1,At-Risk / Inactive
13888,119,2,595.67,2,2,3,7,0,Regular Customers
13889,92,1,416.90000000000003,2,1,2,5,0,Regular Customers
13890,1,10,1883.81,5,5,4,14,0,Regular Customers
13892,26,4,632.97,4,4,3,11,0,Regular Customers
13893,297,1,821.1,1,1,3,5,1,At-Risk / Inactive
13894,23,3,564.62,4,3,3,10,0,Regular Customers
13895,28,4,2593.07,4,4,5,13,0,Regular Customers
13897,50,1,311.16,3,1,2,6,0,Regular Customers
13898,325,1,155.93,1,1,1,3,1,At-Risk / Inactive
13899,16,2,388.52,4,3,2,9,0,Regular Customers
13900,183,3,740.95,1,3,3,7,1,At-Risk / Inactive
13901,72,5,2867.2000000000003,2,4,5,11,0,Regular Customers
13904,37,2,332.64,3,3,2,8,0,Regular Customers
13908,79,4,2319.55,2,4,5,11,0,Regular Customers
13911,57,9,2580.91,3,5,5,13,0,Regular Customers
13914,11,2,626.45,5,3,3,11,0,Regular Customers
13917,49,2,272.04,3,3,2,8,0,Regular Customers
13918,49,2,1212.8400000000001,3,3,4,10,0,Regular Customers
13919,59,2,348.81,3,3,2,8,0,Regular Customers
13922,351,1,172.25,1,1,1,3,1,At-Risk / Inactive
13923,53,1,351.13,3,1,2,6,0,Regular Customers
13924,1,6,1838.8500000000001,5,5,4,14,0,Regular Customers
13925,92,4,678.25,2,4,3,9,0,Regular Customers
13926,23,1,223.85000000000002,4,1,1,6,0,Regular Customers
13927,74,1,348.99,2,1,2,5,0,Regular Customers
13928,10,4,464.57,5,4,2,11,0,Regular Customers
13929,169,2,842.65,2,3,3,8,1,At-Risk / Inactive
13930,57,2,337.34,3,3,2,8,0,Regular Customers
13931,95,2,1237.53,2,3,4,9,0,Regular Customers
13932,294,1,307.4,1,1,2,4,1,At-Risk / Inactive
13933,109,2,608.79,2,3,3,8,0,Regular Customers
13934,263,1,922.1,1,1,3,5,1,At-Risk / Inactive
13936,179,1,376.58,2,1,2,5,1,At-Risk / Inactive
13937,169,1,158.85,2,1,1,4,1,At-Risk / Inactive
13938,35,1,71.66,3,1,1,5,0,Regular Customers
13939,23,3,568.55,4,3,3,10,0,Regular Customers
13940,17,4,839.14,4,4,3,11,0,Regular Customers
13941,21,5,5112.96,4,4,5,13,0,Regular Customers
13946,79,3,561.57,2,3,3,8,0,Regular Customers
13947,65,1,90.60000000000001,3,1,1,5,0,Regular Customers
13948,360,1,102.0,1,1,1,3,1,At-Risk / Inactive
13949,2,6,2427.32,5,5,5,15,0,Regular Customers
13950,11,4,745.0600000000001,5,4,3,12,0,Regular Customers
13951,176,3,674.45,2,3,3,8,1,At-Risk / Inactive
13952,217,2,3251.07,1,3,5,9,1,At-Risk / Inactive
13953,7,7,3515.68,5,5,5,15,0,Regular Customers
13954,1,2,439.92,5,3,2,10,0,Regular Customers
13955,154,2,322.96,2,3,2,7,1,At-Risk / Inactive
13956,5,5,1019.27,5,4,4,13,0,Regular Customers
13959,79,3,594.04,2,3,3,8,0,Regular Customers
13960,21,2,230.22,4,3,1,8,0,Regular Customers
13962,21,2,169.54999999999998,4,3,1,8,0,Regular Customers
13963,308,4,664.54,1,4,3,8,1,At-Risk / Inactive
13967,145,1,80.7,2,1,1,4,1,At-Risk / Inactive
13969,7,18,9024.17,5,5,5,15,3,High-Value Customers
13971,18,8,2758.26,4,5,5,14,0,Regular Customers
13972,70,2,190.25,3,3,1,7,0,Regular Customers
13973,287,1,264.7,1,1,2,4,1,At-Risk / Inactive
13974,49,1,413.59000000000003,3,1,2,6,0,Regular Customers
13975,31,6,2461.2400000000002,4,5,5,14,0,Regular Customers
13976,206,1,357.98,1,1,2,4,1,At-Risk / Inactive
13978,14,2,196.79,5,3,1,9,0,Regular Customers
13979,73,1,869.87,2,1,3,6,0,Regular Customers
13980,60,1,200.14,3,1,1,5,0,Regular Customers
13982,39,4,1871.81,3,4,4,11,0,Regular Customers
13983,29,12,2603.43,4,5,5,14,0,Regular Customers
13984,26,5,920.51,4,4,3,11,0,Regular Customers
13985,4,15,7060.13,5,5,5,15,3,High-Value Customers
13986,17,1,320.46,4,1,2,7,0,Regular Customers
13988,19,6,4147.96,4,5,5,14,0,Regular Customers
13989,65,2,1266.08,3,3,4,10,0,Regular Customers
13990,213,1,311.3,1,1,2,4,1,At-Risk / Inactive
13991,12,6,851.88,5,5,3,13,0,Regular Customers
13992,30,1,76.8,4,1,1,6,0,Regular Customers
13993,42,9,3466.36,3,5,5,13,0,Regular Customers
13994,3,6,2274.14,5,5,5,15,0,Regular Customers
13995,15,5,1393.69,4,4,4,12,0,Regular Customers
13999,10,12,3901.81,5,5,5,15,0,Regular Customers
14000,211,1,635.66,1,1,3,5,1,At-Risk / Inactive
14001,45,3,2043.0800000000002,3,3,5,11,0,Regular Customers
14002,134,2,529.73,2,3,3,8,0,Regular Customers
14004,43,7,4582.64,3,5,5,13,0,Regular Customers
14005,9,5,2874.72,5,4,5,14,0,Regular Customers
14006,115,3,962.19,2,3,4,9,0,Regular Customers
14009,198,2,695.61,1,3,3,7,1,At-Risk / Inactive
14012,277,1,328.8,1,1,2,4,1,At-Risk / Inactive
14013,110,3,473.02,2,3,2,7,0,Regular Customers
14014,77,1,505.18,2,1,3,6,0,Regular Customers
14015,52,1,917.34,3,1,3,7,0,Regular Customers
14016,161,4,4291.21,2,4,5,11,1,At-Risk / Inactive
14019,46,3,1421.6100000000001,3,3,4,10,0,Regular Customers
14020,16,2,642.8,4,3,3,10,0,Regular Customers
14021,155,3,631.9,2,3,3,8,1,At-Risk / Inactive
14022,225,1,440.0,1,1,2,4,1,At-Risk / Inactive
14023,7,2,584.07,5,3,3,11,0,Regular Customers
14024,121,2,327.7,2,3,2,7,0,Regular Customers
14027,60,1,104.82,3,1,1,5,0,Regular Customers
14029,63,2,467.66,3,3,2,8,0,Regular Customers
14030,18,8,2358.84,4,5,5,14,0,Regular Customers
14031,7,19,17286.86,5,5,5,15,3,High-Value Customers
14032,2,11,2975.59,5,5,5,15,0,Regular Customers
14034,22,3,648.89,4,3,3,10,0,Regular Customers
14035,28,5,1428.02,4,4,4,12,0,Regular Customers
14036,284,1,626.65,1,1,3,5,1,At-Risk / Inactive
14037,176,2,147.20000000000002,2,3,1,6,1,At-Risk / Inactive
14038,78,3,1560.38,2,3,4,9,0,Regular Customers
14039,33,1,152.2,3,1,1,5,0,Regular Customers
14040,40,12,3560.32,3,5,5,13,0,Regular Customers
14041,266,1,141.41,1,1,1,3,1,At-Risk / Inactive
14044,26,4,646.42,4,4,3,11,0,Regular Customers
14045,109,4,1659.75,2,4,4,10,0,Regular Customers
14046,284,1,151.59,1,1,1,3,1,At-Risk / Inactive
14047,8,5,1308.6100000000001,5,4,4,13,0,Regular Customers
14048,305,1,409.93,1,1,2,4,1,At-Risk / Inactive
14049,16,4,5578.72,4,4,5,13,0,Regular Customers
14050,31,2,746.36,4,3,3,10,0,Regular Customers
14051,0,23,15610.390000000001,5,5,5,15,3,High-Value Customers
14052,19,1,225.35999999999999,4,1,1,6,0,Regular Customers
14053,124,2,260.25,2,3,2,7,0,Regular Customers
14054,65,1,92.46000000000001,3,1,1,5,0,Regular Customers
14055,106,1,725.6400000000001,2,1,3,6,0,Regular Customers
14056,1,23,8152.71,5,5,5,15,3,High-Value Customers
14057,23,17,6211.66,4,5,5,14,3,High-Value Customers
14059,266,1,183.6,1,1,1,3,1,At-Risk / Inactive
14060,4,19,6140.42,5,5,5,15,3,High-Value Customers
14062,9,12,10464.85,5,5,5,15,3,High-Value Customers
14064,29,5,1334.34,4,4,4,12,0,Regular Customers
14066,266,1,152.55,1,1,1,3,1,At-Risk / Inactive
14067,63,2,374.7,3,3,2,8,0,Regular Customers
14068,320,1,265.85,1,1,2,4,1,At-Risk / Inactive
14071,3,8,1422.75,5,5,4,14,0,Regular Customers
14073,32,1,151.04,4,1,1,6,0,Regular Customers
14075,4,3,942.26,5,3,4,12,0,Regular Customers
14076,129,1,118.67,2,1,1,4,0,Regular Customers
14077,40,5,499.42,3,4,3,10,0,Regular Customers
14078,101,6,1049.37,2,5,4,11,0,Regular Customers
14079,124,1,375.1,2,1,2,5,0,Regular Customers
14080,32,1,45.599999999999994,4,1,1,6,0,Regular Customers
14081,302,2,921.62,1,3,3,7,1,At-Risk / Inactive
14082,364,1,182.25,1,1,1,3,1,At-Risk / Inactive
14083,4,9,1002.9,5,5,4,14,0,Regular Customers
14085,2,18,4421.29,5,5,5,15,3,High-Value Customers
14087,2,1,191.47,5,1,1,7,0,Regular Customers
14088,10,13,50491.81,5,5,5,15,3,High-Value Customers
14089,56,1,158.75,3,1,1,5,0,Regular Customers
14090,324,1,76.32000000000001,1,1,1,3,1,At-Risk / Inactive
14092,7,14,4076.9100000000003,5,5,5,15,3,High-Value Customers
14093,12,1,433.86,5,1,2,8,0,Regular Customers
14096,4,17,53258.43,5,5,5,15,3,High-Value Customers
14098,36,1,147.35,3,1,1,5,0,Regular Customers
14099,16,11,3104.17,4,5,5,14,0,Regular Customers
14100,137,1,191.95,2,1,1,4,0,Regular Customers
14101,73,6,5976.79,2,5,5,12,0,Regular Customers
14102,5,5,1105.8799999999999,5,4,4,13,0,Regular Customers
14104,154,2,216.21,2,3,1,6,1,At-Risk / Inactive
14105,239,1,1266.23,1,1,4,6,1,At-Risk / Inactive
14107,51,7,2703.23,3,5,5,13,0,Regular Customers
14108,30,2,597.91,4,3,3,10,0,Regular Customers
14109,72,1,144.2,2,1,1,4,0,Regular Customers
14110,3,12,5683.15,5,5,5,15,0,Regular Customers
14111,14,4,692.85,5,4,3,12,0,Regular Customers
14112,22,7,2915.15,4,5,5,14,0,Regular Customers
14113,3,4,1840.42,5,4,4,13,0,Regular Customers
14114,273,2,386.53,1,3,2,6,1,At-Risk / Inactive
14116,19,5,1382.74,4,4,4,12,0,Regular Customers
14117,143,1,90.0,2,1,1,4,1,At-Risk / Inactive
14121,3,4,2780.15,5,4,5,14,0,Regular Customers
14124,84,1,419.58,2,1,2,5,0,Regular Customers
14125,10,3,2720.63,5,3,5,13,0,Regular Customers
14126,7,3,706.1300000000001,5,3,3,11,0,Regular Customers
14127,122,3,709.71,2,3,3,8,0,Regular Customers
14128,60,2,637.5,3,3,3,9,0,Regular Customers
14129,1,5,1123.8600000000001,5,4,4,13,0,Regular Customers
14130,319,1,480.91,1,1,2,4,1,At-Risk / Inactive
14132,2,11,3586.03,5,5,5,15,0,Regular Customers
14133,129,3,605.64,2,3,3,8,0,Regular Customers
14135,1,15,4690.31,5,5,5,15,3,High-Value Customers
14138,1,2,965.88,5,3,4,12,0,Regular Customers
14139,46,1,415.82,3,1,2,6,0,Regular Customers
14140,3,2,935.05,5,3,4,12,0,Regular Customers
14141,2,4,915.13,5,4,3,12,0,Regular Customers
14142,373,1,311.81,1,1,2,4,1,At-Risk / Inactive
14143,133,1,115.8,2,1,1,4,0,Regular Customers
14145,46,4,3742.2,3,4,5,12,0,Regular Customers
14146,8,5,4191.0,5,4,5,14,0,Regular Customers
14147,78,2,483.4,2,3,3,8,0,Regular Customers
14148,233,1,157.2,1,1,1,3,1,At-Risk / Inactive
14149,220,1,446.62,1,1,2,4,1,At-Risk / Inactive
14150,35,2,658.64,3,3,3,9,0,Regular Customers
14152,75,2,621.29,2,3,3,8,0,Regular Customers
14154,239,2,1345.62,1,3,4,8,1,At-Risk / Inactive
14155,266,1,118.75,1,1,1,3,1,At-Risk / Inactive
14156,9,54,116560.08,5,5,5,15,2,VIP Customers
14157,19,2,424.89000000000004,4,3,2,9,0,Regular Customers
14158,40,1,507.65999999999997,3,1,3,7,0,Regular Customers
14159,19,11,4627.98,4,5,5,14,0,Regular Customers
14161,215,3,1097.6200000000001,1,3,4,8,1,At-Risk / Inactive
14162,173,2,289.36,2,3,2,7,1,At-Risk / Inactive
14163,87,4,2445.91,2,4,5,11,0,Regular Customers
14164,70,2,1631.77,3,3,4,10,0,Regular Customers
14165,275,1,120.44,1,1,1,3,1,At-Risk / Inactive
14167,39,4,562.59,3,4,3,10,0,Regular Customers
14171,98,1,363.79,2,1,2,5,0,Regular Customers
14173,10,4,450.84,5,4,2,11,0,Regular Customers
14174,33,1,134.46,3,1,1,5,0,Regular Customers
14175,59,3,3222.3,3,3,5,11,0,Regular Customers
14176,297,4,576.9000000000001,1,4,3,8,1,At-Risk / Inactive
14177,86,4,549.46,2,4,3,9,0,Regular Customers
14178,8,7,1580.26,5,5,4,14,0,Regular Customers
14179,40,2,701.57,3,3,3,9,0,Regular Customers
14180,10,25,4748.52,5,5,5,15,3,High-Value Customers
14184,66,1,452.89,3,1,2,6,0,Regular Customers
14185,331,1,197.65,1,1,1,3,1,At-Risk / Inactive
14188,30,6,2054.36,4,5,5,14,0,Regular Customers
14189,2,15,4654.08,5,5,5,15,3,High-Value Customers
14191,1,13,4684.76,5,5,5,15,0,Regular Customers
14193,67,2,853.39,3,3,3,9,0,Regular Customers
14194,4,21,11349.52,5,5,5,15,3,High-Value Customers
14195,201,2,1012.0,1,3,4,8,1,At-Risk / Inactive
14196,106,1,335.52,2,1,2,5,0,Regular Customers
14198,18,4,701.4,4,4,3,11,0,Regular Customers
14199,218,1,185.39999999999998,1,1,1,3,1,At-Risk / Inactive
14201,60,7,747.44,3,5,3,11,0,Regular Customers
14204,2,1,150.61,5,1,1,7,0,Regular Customers
14205,16,2,466.7,4,3,2,9,0,Regular Customers
14206,239,1,328.15999999999997,1,1,2,4,1,At-Risk / Inactive
14208,94,1,151.74,2,1,1,4,0,Regular Customers
14209,10,6,2073.43,5,5,5,15,0,Regular Customers
14210,105,6,1897.44,2,5,4,11,0,Regular Customers
14211,53,9,2241.1,3,5,5,13,0,Regular Customers
14212,89,1,1070.48,2,1,4,7,0,Regular Customers
14214,30,5,1004.38,4,4,4,12,0,Regular Customers
14215,11,6,1789.72,5,5,4,14,0,Regular Customers
14216,3,4,1839.3,5,4,4,13,0,Regular Customers
14217,1,17,2004.98,5,5,4,14,3,High-Value Customers
14218,42,1,169.48000000000002,3,1,1,5,0,Regular Customers
14219,4,1,89.94,5,1,1,7,0,Regular Customers
14220,247,2,632.4000000000001,1,3,3,7,1,At-Risk / Inactive
14221,42,9,3432.8,3,5,5,13,0,Regular Customers
14222,177,1,683.17,2,1,3,6,1,At-Risk / Inactive
14223,92,3,991.13,2,3,4,9,0,Regular Customers
14224,110,4,1009.73,2,4,4,10,0,Regular Customers
14226,28,5,2214.79,4,4,5,13,0,Regular Customers
14227,26,10,3350.96,4,5,5,14,0,Regular Customers
14229,51,3,1547.2,3,3,4,10,0,Regular Customers
14231,183,3,925.71,1,3,4,8,1,At-Risk / Inactive
14232,42,5,2048.07,3,4,5,12,0,Regular Customers
14233,49,4,1462.72,3,4,4,11,0,Regular Customers
14234,22,4,754.12,4,4,3,11,0,Regular Customers
14235,75,5,3144.86,2,4,5,11,0,Regular Customers
14236,80,2,490.86,2,3,3,8,0,Regular Customers
14237,373,1,161.0,1,1,1,3,1,At-Risk / Inactive
14238,326,1,146.85,1,1,1,3,1,At-Risk / Inactive
14239,43,11,2380.85,3,5,5,13,0,Regular Customers
14240,30,2,890.34,4,3,3,10,0,Regular Customers
14241,183,1,213.70000000000002,1,1,1,3,1,At-Risk / Inactive
14242,234,2,280.55,1,3,2,6,1,At-Risk / Inactive
14243,8,10,2588.77,5,5,5,15,0,Regular Customers
14245,219,2,1693.45,1,3,4,8,1,At-Risk / Inactive
14246,110,3,1474.06,2,3,4,9,0,Regular Customers
14247,278,1,136.77,1,1,1,3,1,At-Risk / Inactive
14248,318,1,302.58,1,1,2,4,1,At-Risk / Inactive
14250,7,3,1904.05,5,3,4,12,0,Regular Customers
14251,1,5,2879.7000000000003,5,4,5,14,0,Regular Customers
14256,260,2,969.0600000000001,1,3,4,8,1,At-Risk / Inactive
14257,64,5,3099.7200000000003,3,4,5,12,0,Regular Customers
14258,9,9,12669.98,5,5,5,15,0,Regular Customers
14259,141,1,120.0,2,1,1,4,0,Regular Customers
14261,50,2,1163.45,3,3,4,10,0,Regular Customers
14262,8,8,2618.23,5,5,5,15,0,Regular Customers
14264,154,2,333.97,2,3,2,7,1,At-Risk / Inactive
14265,109,2,530.18,2,3,3,8,0,Regular Customers
14267,162,3,1516.24,2,3,4,9,1,At-Risk / Inactive
14270,331,1,492.65000000000003,1,1,3,5,1,At-Risk / Inactive
14271,225,1,112.32000000000001,1,1,1,3,1,At-Risk / Inactive
14272,73,2,437.96,2,3,2,7,0,Regular Customers
14273,51,4,559.97,3,4,3,10,0,Regular Customers
14276,98,3,1119.74,2,3,4,9,0,Regular Customers
14277,15,3,4152.0,4,3,5,12,0,Regular Customers
14280,196,1,134.04,1,1,1,3,1,At-Risk / Inactive
14282,3,15,3701.44,5,5,5,15,3,High-Value Customers
14284,30,2,595.25,4,3,3,10,0,Regular Customers
14285,21,4,1910.01,4,4,4,12,0,Regular Customers
14286,23,3,4628.75,4,3,5,12,0,Regular Customers
14287,8,3,176.63,5,3,1,9,0,Regular Customers
14288,213,1,426.6,1,1,2,4,1,At-Risk / Inactive
14289,8,6,911.26,5,5,3,13,0,Regular Customers
14290,11,5,2314.65,5,4,5,14,0,Regular Customers
14291,1,11,3883.25,5,5,5,15,0,Regular Customers
14292,7,9,4871.93,5,5,5,15,0,Regular Customers
14293,3,4,1046.56,5,4,4,13,0,Regular Customers
14295,40,1,166.20000000000002,3,1,1,5,0,Regular Customers
14297,17,4,1305.33,4,4,4,12,0,Regular Customers
14298,8,44,51502.1,5,5,5,15,3,High-Value Customers
14299,8,9,3965.62,5,5,5,15,0,Regular Customers
14300,18,1,43.2,4,1,1,6,0,Regular Customers
14301,117,1,640.14,2,1,3,6,0,Regular Customers
14304,222,1,383.45,1,1,2,4,1,At-Risk / Inactive
14305,71,3,1858.96,3,3,4,10,0,Regular Customers
14306,51,2,2093.32,3,3,5,11,0,Regular Customers
14307,88,6,2995.7200000000003,2,5,5,12,0,Regular Customers
14309,8,9,2352.53,5,5,5,15,0,Regular Customers
14311,242,1,310.26,1,1,2,4,1,At-Risk / Inactive
14312,46,6,1611.5900000000001,3,5,4,12,0,Regular Customers
14314,106,1,120.0,2,1,1,4,0,Regular Customers
14315,44,6,2481.13,3,5,5,13,0,Regular Customers
14317,64,1,508.58,3,1,3,7,0,Regular Customers
14320,206,2,477.79,1,3,2,6,1,At-Risk / Inactive
14321,10,5,1530.75,5,4,4,13,0,Regular Customers
14323,114,2,605.0600000000001,2,3,3,8,0,Regular Customers
14326,242,1,183.85,1,1,1,3,1,At-Risk / Inactive
14327,163,1,311.65000000000003,2,1,2,5,1,At-Risk / Inactive
14329,17,7,4975.24,4,5,5,14,0,Regular Customers
14331,124,2,462.66,2,3,2,7,0,Regular Customers
14332,22,3,840.21,4,3,3,10,0,Regular Customers
14333,67,1,415.2,3,1,2,6,0,Regular Customers
14334,16,8,2552.21,4,5,5,14,0,Regular Customers
14335,16,2,454.86,4,3,2,9,0,Regular Customers
14336,16,4,1614.91,4,4,4,12,0,Regular Customers
14338,161,2,588.22,2,3,3,8,1,At-Risk / Inactive
14339,242,1,309.52000000000004,1,1,2,4,1,At-Risk / Inactive
14340,218,1,134.7,1,1,1,3,1,At-Risk / Inactive
14341,45,8,2166.98,3,5,5,13,0,Regular Customers
14342,21,4,668.5600000000001,4,4,3,11,0,Regular Customers
14344,127,8,889.9300000000001,2,5,3,10,0,Regular Customers
14345,38,1,108.98,3,1,1,5,0,Regular Customers
14346,120,2,1021.58,2,3,4,9,0,Regular Customers
14348,260,1,409.57,1,1,2,4,1,At-Risk / Inactive
14349,10,1,133.5,5,1,1,7,0,Regular Customers
14350,274,1,282.93,1,1,2,4,1,At-Risk / Inactive
14351,164,1,51.0,2,1,1,4,1,At-Risk / Inactive
14352,157,4,1078.96,2,4,4,10,1,At-Risk / Inactive
14353,215,1,90.6,1,1,1,3,1,At-Risk / Inactive
14354,5,2,163.62,5,3,1,9,0,Regular Customers
14355,365,1,174.4,1,1,1,3,1,At-Risk / Inactive
14356,79,2,701.23,2,3,3,8,0,Regular Customers
14357,43,1,225.12,3,1,1,5,0,Regular Customers
14359,19,3,912.1800000000001,4,3,3,10,0,Regular Customers
14360,31,4,2118.03,4,4,5,13,0,Regular Customers
14362,22,1,151.5,4,1,1,6,0,Regular Customers
14364,108,8,3717.35,2,5,5,12,0,Regular Customers
14367,8,16,9227.82,5,5,5,15,3,High-Value Customers
14368,319,1,155.0,1,1,1,3,1,At-Risk / Inactive
14371,295,1,100.5,1,1,1,3,1,At-Risk / Inactive
14373,358,1,76.55,1,1,1,3,1,At-Risk / Inactive
14375,185,1,235.56,1,1,1,3,1,At-Risk / Inactive
14377,191,2,617.05,1,3,3,7,1,At-Risk / Inactive
14379,44,2,348.1,3,3,2,8,0,Regular Customers
14381,52,1,202.68,3,1,1,5,0,Regular Customers
14382,26,1,615.49,4,1,3,8,0,Regular Customers
14383,38,3,1247.69,3,3,4,10,0,Regular Customers
